cliente,entrega,devolución,masa_tortilla,masa_tamal,repartidor,fecha
clinica_central,17.5,1.0,0.0,0.0,,2020-10-19
herreria,10.0,0.0,0.0,0.0,arturo,2023-02-01
xavier,5.5,0.0,0.0,0.0,,2023-07-01
arroyo,7.0,0.0,0.0,0.0,,2023-11-06
estrella,9.0,1.0,0.0,0.0,,2023-12-14
socorro,7.0,0.0,0.0,0.0,diana,2023-12-02
concha,8.5,0.0,0.0,0.0,,2020-11-20
villa_real,4.0,0.0,0.0,0.0,arturo,2022-01-05
villa_real,5.0,0.0,0.0,0.0,arturo,2024-09-21
lalo,10.5,0.0,0.0,0.0,arturo,2025-07-24
ciruela,8.0,0.5,0.0,0.0,berta,2022-09-02
estrella,10.0,0.0,0.0,0.0,,2023-08-22
remedios,8.5,0.0,0.0,0.0,hilda,2022-11-28
chayo,7.0,1.5,0.0,0.0,diana,2021-11-09
materno_inf,0.5,2.0,0.0,0.0,ivan,2025-08-23
amparo,3.5,0.0,0.0,0.0,german,2022-10-24
remedios,19.5,0.0,0.0,0.0,edgar,2020-12-10
hacienda,1.5,4.0,0.0,0.0,hilda,2025-05-08
roja_2,3.0,0.0,0.0,0.0,arturo,2021-02-05
estrella,8.5,2.0,0.0,0.0,arturo,2023-03-21
hacienda,2.5,0.0,0.0,0.0,arturo,2023-02-07
roberto,14.0,0.0,0.0,0.0,edgar,2022-05-27
issste_s,0.5,0.0,0.0,0.0,edgar,2021-03-10
amparo,5.0,1.5,0.0,0.0,berta,2025-08-01
patricia,5.0,0.0,0.0,0.0,berta,2023-01-27
remedios,15.0,0.0,0.0,0.0,edgar,2025-12-31
tito,6.5,0.0,0.0,0.0,german,2021-12-29
marta,6.5,3.0,0.0,0.0,diana,2021-04-03
arroyo,12.5,0.0,0.0,0.0,berta,2022-03-28
villa_real,2.5,1.0,0.0,0.0,,2022-08-04
arroyo,7.0,0.0,0.0,0.0,edgar,2025-04-02
paraiso,5.0,0.0,0.0,0.0,berta,2025-02-25
xavier,12.0,0.0,0.0,0.0,german,2021-09-09
ciruela,3.0,1.0,0.0,0.0,arturo,2026-02-24
roja_2,2.5,0.0,0.0,0.0,edgar,2025-10-03
herreria,6.0,0.0,0.0,0.0,berta,2025-05-23
arroyo,4.5,1.0,0.0,0.0,arturo,2023-09-08
cactus,4.0,0.0,0.0,0.0,,2021-12-25
amparo,3.5,2.0,0.0,0.0,cesar,2023-12-30
hacienda,4.0,0.0,0.0,0.0,,2023-12-12
tito,5.5,0.5,0.0,0.0,berta,2025-03-27
chayo,2.5,0.0,0.0,0.0,flor,2021-03-02
patricia,6.0,0.0,0.0,0.0,hilda,2022-09-05
lalo,15.0,0.0,0.0,0.0,,2025-06-24
marta,5.0,0.0,0.0,0.0,,2021-11-06
cactus,5.5,0.0,0.0,0.0,edgar,2025-10-17
colinas,12.0,1.0,0.0,0.0,,2024-10-02
lalo,16.5,2.5,0.0,0.0,german,2021-06-17
marta,4.0,0.5,0.0,0.0,hilda,2021-01-22
pastora,4.5,0.0,0.0,0.0,,2023-12-21
materno_inf,3.5,2.5,0.0,0.0,,2024-01-18
bibi,1.0,1.0,0.0,0.0,hilda,2023-08-23
estrella,9.0,0.0,0.0,0.0,arturo,2025-04-26
ciruela,4.0,0.0,0.0,0.0,hilda,2022-09-08
pastora,5.0,0.0,0.0,0.0,arturo,2021-10-22
arroyo,11.5,0.0,0.0,0.0,diana,2023-02-24
paraiso,2.0,1.0,0.0,0.0,julia,2023-10-16
pastora,4.5,0.0,0.0,0.0,flor,2022-07-11
villa_real,8.0,0.0,0.0,0.0,berta,2025-03-05
lalo,15.0,1.0,0.0,0.0,flor,2022-12-30
mercadito,7.0,0.5,0.0,0.0,hilda,2021-04-15
cristina,5.5,0.5,0.0,0.0,arturo,2025-12-22
estrella,5.0,0.0,0.0,0.0,edgar,2025-04-17
villa_real,6.0,0.0,0.0,0.0,arturo,2021-05-20
roja_2,1.5,0.0,0.0,0.0,,2024-06-12
ciruela,7.0,0.0,0.0,0.0,flor,2022-12-21
dona_mary,6.5,4.0,0.0,0.0,berta,2025-06-17
bibi,12.5,2.5,0.0,0.0,,2023-11-23
chayo,5.5,0.0,0.0,0.0,diana,2021-11-13
lalo,16.0,0.0,0.0,0.0,diana,2024-02-02
xavier,5.5,0.0,0.0,0.0,hilda,2024-07-22
ciruela,5.5,0.0,0.0,0.0,berta,2024-11-01
estrella,8.0,0.0,0.0,0.0,ivan,2023-11-10
leonor,6.0,1.0,0.0,0.0,diana,2024-06-25
amparo,5.5,0.0,0.0,0.0,hilda,2022-01-20
socorro,3.5,10.5,0.0,0.0,,2020-09-26
estrella,9.0,0.0,0.0,0.0,,2024-09-28
paraiso,1.0,0.0,0.0,0.0,arturo,2024-05-06
xavier,12.5,0.5,0.0,0.0,,2022-05-31
chayo,13.5,0.0,0.0,0.0,arturo,2023-06-24
remedios,7.5,0.0,0.0,0.0,karla,2021-02-10
amparo,4.0,0.0,0.0,0.0,,2024-09-12
tito,7.0,0.0,0.0,0.0,cesar,2020-12-31
amparo,3.5,4.0,0.0,0.0,arturo,2025-11-05
dona_mary,5.5,1.5,0.0,0.0,,2022-06-07
dona_mary,8.5,0.0,0.0,0.0,julia,2023-11-22
colinas,5.5,0.0,0.0,0.0,german,2022-01-07
chayo,6.5,0.0,0.0,0.0,flor,2025-08-23
chayo,7.0,0.0,0.0,0.0,berta,2025-04-08
dona_mary,7.0,0.0,0.0,0.0,,2025-06-04
villa_real,6.0,0.0,0.0,0.0,marcos,2025-07-28
roja_2,3.0,0.0,0.0,0.0,arturo,2024-05-25
paraiso,7.5,0.0,0.0,0.0,arturo,2020-09-23
chayo,5.5,2.5,0.0,0.0,berta,2023-04-29
colinas,5.0,0.0,0.0,0.0,flor,2022-11-23
paraiso,4.5,0.5,0.0,0.0,flor,2025-06-28
dona_mary,9.5,0.5,0.0,0.0,berta,2022-01-31
tito,5.0,0.0,0.0,0.0,diana,2024-09-25
gordillo,9.0,0.0,0.0,0.0,,2023-04-26
san_uriel_s,4.5,0.0,0.0,0.0,,2021-03-12
hacienda,4.0,0.0,0.0,0.0,edgar,2020-11-03
tito,5.0,0.0,0.0,0.0,karla,2021-04-26
villa_real,4.0,2.5,0.0,0.0,cesar,2023-05-05
lalo,16.0,4.5,0.0,0.0,,2024-11-18
chakas,2.0,0.0,0.0,0.0,,2023-06-15
remedios,11.0,0.0,0.0,0.0,german,2022-09-30
lalo,27.5,0.5,0.0,0.0,ivan,2025-05-08
hacienda,1.5,2.0,0.0,0.0,edgar,2021-10-27
roberto,14.0,0.0,0.0,0.0,arturo,2023-01-19
escalera,7.0,1.0,0.0,0.0,diana,2022-04-16
roberto,6.5,6.0,0.0,0.0,arturo,2023-09-07
socorro,6.0,0.0,0.0,0.0,german,2025-02-03
clinica_central,12.5,0.0,0.0,0.0,,2023-02-07
gordillo,1.0,0.5,0.0,0.0,cesar,2021-07-15
concha,6.5,0.0,0.0,0.0,,2026-02-19
amparo,4.5,0.0,0.0,0.0,arturo,2024-10-23
amparo,4.0,0.5,0.0,0.0,,2022-11-10
concha,9.5,0.0,0.0,0.0,,2024-03-19
dona_mary,9.5,2.0,0.0,0.0,,2020-10-17
escalera,5.5,0.0,0.0,0.0,flor,2022-09-09
roja_2,3.0,0.0,0.0,0.0,diana,2021-07-16
roja_2,3.0,0.0,0.0,0.0,cesar,2021-05-19
escalera,4.5,0.0,0.0,0.0,german,2025-08-16
roberto,6.5,0.0,0.0,0.0,,2025-05-06
amparo,6.0,0.0,0.0,0.0,german,2023-11-03
escalera,5.0,0.0,0.0,0.0,,2023-03-27
concha,8.0,0.0,0.0,0.0,german,2024-04-04
socorro,5.0,0.0,0.0,0.0,flor,2023-06-03
colinas,7.5,0.0,0.0,0.0,arturo,2021-01-22
chayo,4.5,0.0,0.0,1.0,diana,2021-09-29
chakas,3.0,0.0,0.0,0.0,,2025-07-16
arroyo,6.0,0.0,0.0,0.0,cesar,2023-07-14
bibi,31.5,2.0,0.0,0.0,arturo,2023-05-18
marta,9.0,0.0,0.0,0.0,,2022-07-04
chayo,5.5,0.0,0.0,0.0,edgar,2023-07-17
estrella,12.5,3.0,0.0,0.0,cesar,2026-01-07
pastora,5.0,3.5,0.0,0.0,edgar,2023-01-28
marta,3.0,2.5,0.0,0.0,arturo,2021-06-02
marta,12.0,0.0,0.0,0.0,arturo,2023-11-24
materno_inf,1.5,0.0,0.0,0.0,arturo,2022-08-13
concha,4.5,1.0,0.0,0.0,,2023-10-25
roberto,24.0,0.0,0.0,0.0,berta,2025-09-04
cactus,3.0,0.0,0.0,0.0,berta,2024-12-23
marta,9.0,2.0,0.0,0.0,cesar,2025-03-14
xavier,6.0,0.5,0.0,0.0,hilda,2023-02-14
xavier,4.0,0.0,0.0,0.0,,2025-03-20
roja_2,1.5,0.0,0.0,0.0,,2024-08-26
clinica_central,2.0,0.5,0.0,0.0,cesar,2022-01-01
cactus,2.0,2.5,0.0,0.0,,
marta,4.5,1.0,0.0,0.0,diana,2025-02-25
lalo,16.5,0.0,0.0,0.0,berta,2020-11-13
ciruela,5.5,0.5,0.0,0.0,,2025-08-29
paraiso,1.5,1.5,0.0,0.0,german,2020-10-14
remedios,14.5,3.5,0.0,0.0,berta,2022-10-29
chayo,4.5,0.0,0.0,0.0,arturo,2022-12-21
ciruela,4.5,0.0,0.0,0.0,cesar,2024-05-30
leonor,8.0,0.0,0.0,0.0,german,2025-02-14
leonor,3.5,0.0,0.0,0.0,berta,2023-02-27
estrella,11.0,0.0,0.0,0.0,flor,2020-12-07
ancla,1.5,3.5,0.0,0.0,,2021-08-14
paraiso,1.0,0.0,0.0,0.0,,2021-06-17
gordillo,2.0,4.5,0.0,0.0,arturo,2022-10-29
leonor,3.5,0.0,0.0,0.0,diana,2024-09-25
tequileria,2.5,0.0,0.0,0.0,,2022-10-12
escalera,3.5,0.0,0.0,0.0,,2025-06-12
colinas,11.0,0.0,0.0,0.0,hilda,2022-08-30
tequileria,7.5,0.0,0.0,0.0,,2025-04-14
leonor,6.0,0.0,0.0,0.0,arturo,2022-12-06
cactus,11.5,4.5,0.0,0.0,,2024-05-10
roja_2,3.0,0.0,0.0,0.0,,2023-11-06
ciruela,5.5,0.0,0.0,0.0,berta,2021-02-10
lalo,3.0,0.0,0.0,0.0,berta,2021-10-15
cactus,17.0,0.0,0.0,0.0,german,2023-04-26
lalo,11.5,0.0,0.0,0.0,arturo,2024-03-13
cactus,3.5,0.0,0.0,0.0,,2020-10-31
marta,7.0,0.0,0.0,0.0,berta,2020-07-27
estrella,15.5,0.0,0.0,0.0,,2024-01-05
concha,10.0,0.0,0.0,0.0,berta,2024-10-21
chayo,7.5,0.0,0.0,0.0,flor,2021-11-23
bibi,1.0,2.0,0.0,0.0,cesar,2025-12-15
lalo,14.5,0.0,0.0,0.0,berta,2026-01-19
gordillo,5.5,0.0,0.0,0.0,flor,2023-07-11
paraiso,10.5,0.0,0.0,0.0,german,2026-02-21
escalera,3.5,0.0,0.0,0.0,arturo,2022-10-07
ciruela,9.0,0.0,0.0,0.0,julia,2021-08-11
mercadito,7.5,0.0,0.0,0.0,,2020-08-13
roberto,32.5,0.0,0.0,0.0,edgar,2024-11-25
escalera,4.0,0.0,0.0,0.0,edgar,2025-07-28
ancla,4.5,0.0,0.0,0.0,,2023-07-28
bibi,6.0,2.0,0.0,0.0,,2026-01-27
arroyo,5.5,0.0,0.0,0.0,arturo,2023-02-09
ciruela,3.5,0.0,0.0,0.0,ivan,2026-01-12
bibi,5.5,1.5,0.0,0.0,berta,2025-11-24
patricia,4.5,0.0,0.0,0.0,hilda,2021-05-25
bibi,14.0,0.0,0.0,0.0,,2024-06-26
mariela,8.5,0.5,0.0,0.0,berta,2020-08-03
chayo,6.0,0.5,0.0,0.0,,2025-08-16
clinica_central,2.5,0.0,0.0,0.0,cesar,2023-08-17
chayo,5.5,0.0,0.0,0.0,diana,2023-08-21
chayo,4.0,0.0,0.0,0.0,flor,2023-11-28
patricia,3.0,0.0,0.0,0.0,german,2022-03-02
roberto,13.0,0.5,0.0,0.0,,2021-11-06
lalo,10.0,0.5,0.0,0.0,,2024-01-26
france,2.0,0.0,0.0,0.0,,2022-03-11
amparo,5.5,2.0,0.0,0.0,,2021-07-31
roja_2,2.5,0.5,0.0,0.0,diana,2025-08-02
villa_real,2.5,0.0,0.0,0.0,berta,2023-12-02
concha,7.0,0.5,0.0,0.0,,2024-11-30
marta,7.5,0.0,0.0,0.0,,2020-07-11
amparo,3.5,0.0,0.0,0.0,arturo,2020-08-24
chayo,5.5,0.0,0.0,0.0,edgar,2020-09-11
estrella,17.5,0.0,0.0,0.0,hilda,2022-07-09
roja_2,3.5,0.0,0.0,0.0,edgar,2024-11-18
lalo,19.0,0.0,0.0,0.0,berta,2022-06-23
issste_s,1.0,0.0,0.0,0.0,berta,2023-07-03
gordillo,15.5,0.0,0.0,0.0,berta,2025-09-06
roberto,13.5,4.5,0.0,0.0,,2023-11-20
cactus,6.0,0.0,0.0,0.0,arturo,2022-11-22
lalo,11.5,0.5,0.0,0.0,arturo,2025-03-12
ciruela,4.5,0.0,0.0,0.0,berta,2025-05-02
escalera,6.0,0.0,0.0,0.0,diana,2021-08-11
ancla,4.0,0.0,0.0,0.0,,2021-07-30
villa_real,5.0,0.0,0.0,0.0,berta,2022-04-13
remedios,11.0,2.5,0.0,0.0,flor,2021-10-15
socorro,4.5,1.5,0.0,0.0,arturo,2020-11-11
socorro,4.5,1.5,0.0,0.0,berta,2022-12-13
escalera,4.5,0.0,0.0,0.0,arturo,2025-03-15
tito,5.0,0.0,0.0,0.0,diana,2024-11-12
patricia,1.5,0.0,0.0,0.0,,2025-12-11
arroyo,10.5,0.0,0.0,0.0,arturo,2023-01-10
socorro,4.0,0.0,0.0,0.0,edgar,2023-10-13
lalo,14.0,4.0,0.0,0.0,berta,2021-02-26
chayo,9.0,0.0,0.0,0.0,flor,2024-12-20
leonor,2.5,5.0,0.0,0.0,,2022-11-08
mercadito,9.0,0.0,0.0,0.0,,2020-11-02
patricia,5.5,0.0,0.0,0.0,,2024-03-01
arroyo,6.5,1.5,0.0,0.0,,2026-02-05
clinica_central,2.0,0.0,0.0,0.0,cesar,2024-09-05
gordillo,5.5,2.0,0.0,0.0,,2020-11-06
roberto,24.5,0.0,0.0,0.0,,2024-08-20
paraiso,1.0,0.0,0.0,0.0,flor,2022-05-27
escalera,3.5,2.5,0.0,0.0,,2021-04-16
chakas,2.5,5.0,0.0,0.0,cesar,2020-09-03
cactus,8.5,0.0,0.0,0.0,arturo,2021-04-21
arroyo,8.5,1.0,0.0,0.0,,2025-04-23
patricia,6.0,4.5,0.0,0.0,,2025-03-15
marta,2.0,0.5,0.0,0.0,hilda,2023-07-13
roberto,19.0,3.0,0.0,0.0,cesar,2021-11-24
socorro,7.0,0.0,0.0,0.0,ivan,2022-05-09
amparo,4.5,0.0,0.0,0.0,berta,2025-04-07
pastora,5.0,0.0,0.0,0.0,,2022-11-18
cactus,6.0,0.5,0.0,0.0,edgar,2024-01-11
cactus,5.5,4.0,0.0,0.0,arturo,2024-11-18
san_uriel_s,1.0,2.5,0.0,0.0,cesar,2023-01-20
remedios,14.0,0.0,0.0,0.0,berta,2023-07-05
leonor,8.0,0.0,0.0,0.0,berta,2022-02-02
marta,9.5,4.5,0.0,0.0,berta,2025-12-01
amparo,5.5,9.0,0.0,0.0,edgar,2026-01-23
concha,8.5,3.0,0.0,0.0,german,2025-01-17
estrella,9.0,0.0,0.0,0.0,arturo,2021-05-27
mariela,14.0,0.0,0.0,0.0,german,2022-06-30
patricia,5.5,3.5,0.0,0.0,berta,2022-10-14
arroyo,12.0,1.5,0.0,0.0,arturo,2026-01-21
ancla,4.5,0.5,0.0,0.0,edgar,2023-10-12
leonor,5.0,0.0,0.0,0.0,arturo,2024-09-09
lalo,12.5,1.5,0.0,0.0,berta,2026-02-27
tito,8.5,0.5,0.0,0.0,flor,2021-09-27
lalo,9.5,0.5,0.0,0.0,diana,2023-06-05
mercadito,7.0,0.0,0.0,0.0,edgar,2022-08-06
bibi,4.5,0.0,0.0,0.0,,2025-11-22
ciruela,5.0,0.0,0.0,0.0,cesar,2024-01-31
dona_mary,6.5,0.0,0.0,0.0,,2021-06-03
ciruela,5.5,0.0,0.0,0.0,german,2024-03-28
escalera,11.0,0.0,0.0,0.0,flor,2026-01-30
ancla,8.0,0.0,0.0,0.0,flor,2020-09-17
colinas,4.0,1.5,0.0,0.0,arturo,2025-06-16
arroyo,7.5,0.0,0.0,0.0,berta,2022-02-15
escalera,4.5,0.0,0.0,0.0,diana,2025-01-31
juarez_norte,5.0,2.0,0.0,0.0,berta,2021-10-01
cactus,7.0,0.5,0.0,0.0,berta,2021-01-04
amparo,4.0,0.0,0.0,0.0,arturo,2025-09-18
leonor,5.5,0.0,0.0,0.0,,2021-07-29
arroyo,12.5,0.0,0.0,0.0,,2025-01-01
lalo,14.0,0.0,0.0,0.0,cesar,2024-04-05
juarez_norte,7.0,0.0,0.0,0.0,german,2020-10-29
amparo,4.0,0.0,0.0,4.0,berta,2023-08-02
chayo,6.5,3.5,0.0,0.0,ivan,2024-07-04
concha,8.5,0.0,0.0,0.0,arturo,2023-09-19
gordillo,5.5,0.0,0.0,0.0,cesar,2024-11-05
estrella,4.5,0.0,0.0,0.0,,2023-02-28
paraiso,4.0,0.5,0.0,0.0,,2023-11-01
lalo,6.0,0.0,0.0,0.0,,2020-09-11
pastora,5.5,0.0,0.0,0.0,,2024-01-05
remedios,20.0,4.5,0.0,0.0,arturo,2026-02-09
materno_inf,5.5,0.0,0.0,0.0,,2023-02-20
roja_2,2.0,0.0,0.0,0.0,,2024-06-17
arroyo,5.0,0.0,0.0,0.0,cesar,2021-11-10
lalo,20.5,0.5,0.0,0.0,arturo,2025-01-09
marta,8.5,2.0,0.0,0.0,arturo,2023-02-01
estrella,14.0,0.0,0.0,0.0,cesar,2023-11-01
roja_2,2.5,0.0,0.0,0.0,arturo,2021-08-17
dona_mary,6.0,0.0,0.0,0.0,,2023-02-21
leonor,7.5,0.0,0.0,0.0,,2022-02-07
estrella,18.5,0.0,0.0,0.0,cesar,2023-10-25
roja_2,2.0,2.0,0.0,0.0,,2022-06-16
roja_2,2.0,1.5,0.0,0.0,cesar,2025-10-09
roberto,22.5,0.0,0.0,0.0,,2025-06-25
bibi,8.0,0.0,0.0,0.0,edgar,2026-02-18
lalo,15.5,0.0,0.0,0.0,julia,2024-01-26
lalo,19.5,2.5,6.0,0.0,edgar,2025-11-19
bibi,11.5,0.5,0.0,0.0,arturo,2023-12-01
estrella,11.5,0.0,0.0,0.0,hilda,2025-04-26
marta,4.0,0.0,0.0,0.0,ivan,2020-07-24
lalo,39.0,0.0,0.0,0.0,flor,2025-07-26
issste_s,0.5,0.0,0.0,0.0,edgar,2024-09-26
patricia,2.0,0.0,0.0,0.0,hilda,2024-08-17
paraiso,3.0,1.5,0.0,0.0,,2020-10-13
patricia,5.0,0.0,0.0,0.0,diana,2023-08-31
france,2.5,0.0,0.0,0.0,,2024-08-08
leonor,6.0,1.0,0.0,0.0,flor,2020-08-13
amparo,4.5,0.0,0.0,0.0,,2025-10-27
fausto,4.5,0.0,0.0,0.0,diana,2023-01-28
villa_real,2.5,0.0,0.0,0.0,arturo,2021-07-02
marta,4.5,0.5,0.0,0.0,diana,2025-11-01
escalera,7.5,0.0,0.0,0.0,edgar,2022-09-24
mercadito,8.5,0.0,0.0,0.0,cesar,2024-12-23
gordillo,7.0,0.0,0.0,0.0,,2025-06-11
cactus,5.0,1.0,0.0,0.0,arturo,2022-02-25
chayo,4.5,0.0,0.0,0.0,flor,2021-03-12
marta,11.5,0.5,0.0,0.0,flor,2021-12-03
roberto,16.0,1.0,0.0,0.0,julia,2024-02-01
hacienda,3.5,0.0,0.0,0.0,,2022-11-01
colinas,5.0,2.0,0.0,0.0,julia,2021-06-02
bibi,7.5,0.0,0.0,0.0,cesar,2025-12-12
estrella,13.5,0.5,0.0,0.0,,2022-01-10
marta,6.5,0.0,0.0,0.0,cesar,2025-02-18
arroyo,6.5,0.5,0.0,0.0,edgar,2022-12-26
marta,6.0,0.0,0.0,0.0,,2025-04-25
lalo,16.5,0.0,0.0,0.0,arturo,2023-12-06
san_uriel_s,2.5,0.0,0.0,0.0,,2024-02-16
chayo,7.5,0.0,0.0,0.0,,2021-01-19
leonor,4.5,7.0,0.0,0.0,hilda,2023-03-09
lalo,21.5,0.0,0.0,0.0,,2020-11-12
cactus,10.0,0.0,0.0,0.0,berta,2024-11-05
estrella,10.5,1.5,0.0,0.0,flor,2025-10-31
clinica_central,10.5,0.5,0.0,0.0,arturo,2023-03-15
ancla,9.5,5.5,0.0,0.0,cesar,2020-09-03
pastora,5.0,0.0,0.0,0.0,german,2025-05-13
lalo,12.5,4.5,0.0,0.0,,2022-03-09
colinas,3.5,5.5,0.0,0.0,,2025-11-26
amparo,3.0,0.0,0.0,0.0,arturo,2022-08-27
estrella,4.5,0.0,0.0,0.0,arturo,2020-10-22
escalera,8.0,0.0,0.0,0.0,arturo,2023-03-29
patricia,6.5,0.0,0.0,0.0,edgar,2025-10-01
bibi,1.0,7.5,0.0,0.0,,2024-11-19
escalera,8.0,0.0,0.0,0.0,diana,2021-12-04
roja_2,1.0,0.0,0.0,0.0,,2022-05-23
amparo,4.0,0.0,0.0,0.0,flor,2023-11-25
amparo,5.0,0.5,0.0,0.0,,2021-06-10
escalera,7.0,0.0,0.0,0.0,berta,2023-07-10
ciruela,6.0,0.0,0.0,0.0,german,2023-04-24
lalo,21.0,6.0,0.0,0.0,,2023-10-03
lalo,16.0,0.0,0.0,0.0,german,2022-03-28
estrella,8.0,7.0,0.0,0.0,,2021-06-23
leonor,5.0,2.0,0.0,0.0,,2024-11-27
lalo,25.0,0.0,0.0,0.0,,2024-06-13
dona_mary,6.5,2.0,0.0,0.0,diana,2022-08-25
leonor,5.0,0.0,0.0,0.0,edgar,2024-09-03
marta,6.0,0.5,0.0,0.0,flor,2025-05-22
colinas,6.5,0.0,0.0,0.0,,2021-08-26
dona_mary,5.0,0.0,0.0,0.0,,2025-10-28
arroyo,6.0,0.0,0.0,0.0,ivan,2022-10-10
arroyo,5.5,0.0,0.0,0.0,hilda,2024-08-09
paraiso,2.5,2.5,0.0,0.0,diana,2021-08-31
socorro,4.0,1.5,0.0,0.0,,2021-04-26
villa_real,2.5,0.0,0.0,0.0,berta,2022-06-21
concha,4.5,0.0,0.0,0.0,cesar,2024-12-17
cactus,12.0,0.0,0.0,0.0,,2020-09-17
colinas,5.5,1.0,0.0,0.0,diana,2023-08-04
leonor,4.5,0.0,0.0,0.0,diana,2023-08-04
remedios,16.5,0.0,0.0,0.0,cesar,2024-01-11
escalera,8.0,0.0,0.0,0.0,edgar,2024-07-12
socorro,3.0,0.0,0.0,0.0,ivan,2023-08-23
roja_2,2.5,0.0,0.0,0.0,cesar,2023-02-21
gordillo,5.0,0.0,0.0,0.0,arturo,2021-01-01
lalo,10.0,0.0,0.0,0.0,,2025-04-24
mariela,10.0,3.0,0.0,0.0,edgar,2022-03-07
concha,7.0,2.5,0.0,0.0,arturo,2022-05-24
xavier,10.0,0.0,0.0,0.0,,2023-12-27
marta,9.5,0.0,0.0,0.0,diana,2024-12-10
pastora,5.0,0.0,0.0,0.0,berta,2022-06-06
mercadito,7.5,2.0,0.0,0.0,cesar,2024-03-28
roberto,15.5,1.0,0.0,0.0,arturo,2024-02-23
bibi,6.0,0.0,0.0,0.0,julia,2021-03-13
socorro,3.5,0.0,0.0,0.0,,2022-01-27
bibi,10.0,0.0,0.0,0.0,edgar,2020-10-09
colinas,6.0,1.0,0.0,0.0,cesar,2021-07-12
socorro,5.5,0.5,0.0,0.0,,2024-03-08
remedios,9.5,0.0,0.0,0.0,flor,2022-08-31
mercadito,9.5,0.0,0.0,0.0,cesar,2023-04-14
chakas,3.0,0.5,0.0,0.0,arturo,2021-06-15
escalera,6.5,0.0,0.0,0.0,,2021-12-22
roberto,18.5,0.0,0.0,0.0,,2025-05-14
hacienda,0.5,0.0,0.0,0.0,cesar,2022-12-03
bibi,4.5,0.0,0.0,0.0,hilda,2025-07-21
estrella,13.5,0.0,0.0,0.0,berta,2024-05-08
xavier,6.0,0.0,0.0,0.0,,2025-04-15
patricia,3.5,2.0,0.0,0.0,julia,2024-10-17
mariela,10.0,0.0,0.0,0.0,cesar,2022-03-01
concha,7.0,0.0,0.0,0.0,,2020-08-13
lalo,26.0,0.5,0.0,0.0,cesar,2020-12-26
remedios,13.0,0.0,0.0,0.0,,2022-04-19
leonor,6.5,0.0,0.0,0.0,,2024-10-22
france,3.0,5.5,0.0,0.0,cesar,2025-03-31
clinica_central,0.5,0.0,0.0,0.0,,2022-02-12
roja_2,3.0,12.5,0.0,0.0,,2021-03-15
chayo,5.0,0.0,0.0,0.0,,2021-09-29
mercadito,9.5,0.0,0.0,0.0,,2025-05-21
villa_real,4.0,0.0,0.0,0.0,ivan,2021-06-26
paraiso,2.0,2.5,0.0,0.0,flor,2024-04-11
tito,4.5,0.0,0.0,0.0,berta,2025-10-08
patricia,6.0,0.0,0.0,0.0,,2020-12-10
roja_2,1.5,0.0,0.0,0.0,,2020-11-23
leonor,4.5,0.0,0.0,0.0,german,2023-01-21
tito,10.5,1.0,0.0,0.0,arturo,2024-06-29
lalo,21.0,0.0,0.0,0.0,arturo,2021-05-12
lalo,21.0,0.5,0.0,0.0,,2025-06-17
france,1.5,0.0,0.0,0.0,edgar,2021-08-18
marta,11.0,4.5,0.0,40.0,edgar,2022-02-21
roberto,8.5,0.0,0.0,0.0,berta,
tito,7.0,0.0,0.0,0.0,edgar,2021-12-22
socorro,3.5,0.0,0.0,0.0,arturo,2026-02-19
amparo,5.0,2.5,0.0,0.0,german,2023-06-15
patricia,4.5,0.0,0.0,0.0,ivan,2022-04-20
patricia,5.0,0.0,0.0,0.0,,2024-06-06
amparo,5.5,0.0,0.0,0.0,diana,2025-04-09
paraiso,0.5,0.0,0.0,0.0,,2020-11-11
bibi,12.5,0.0,0.0,0.0,,2022-10-10
estrella,11.0,5.5,0.0,0.0,julia,2022-06-07
remedios,13.0,0.0,0.0,0.0,,2023-11-07
leonor,5.5,0.0,0.0,0.0,flor,2020-07-20
chayo,8.0,0.5,0.0,0.0,,2025-02-07
paraiso,1.5,0.5,0.0,0.0,,2025-11-24
ciruela,4.5,0.0,0.0,0.0,hilda,2024-02-27
ancla,5.0,0.0,0.0,0.0,,2025-05-24
mercadito,11.0,0.0,0.0,0.0,,2020-10-02
ancla,7.0,0.5,0.0,0.0,,2021-09-01
gordillo,6.0,1.5,0.0,0.0,berta,2025-12-29
paraiso,2.5,0.0,0.0,0.0,german,2021-05-18
leonor,5.5,1.0,0.0,0.0,arturo,2025-07-16
leonor,4.5,0.5,0.0,0.0,edgar,2021-09-27
escalera,5.0,1.5,0.0,0.0,cesar,2024-04-16
remedios,17.0,1.5,0.0,0.0,,2024-07-31
marta,5.5,0.0,0.0,0.0,,2021-02-03
concha,7.0,1.0,0.0,0.0,cesar,2023-09-21
ciruela,6.0,0.0,0.0,0.0,,2023-06-12
concha,5.5,4.0,0.0,0.0,,2022-05-03
arroyo,9.5,2.0,0.0,0.0,hilda,2025-06-27
cactus,7.0,0.0,0.0,0.0,german,2021-06-11
remedios,16.0,0.0,0.0,0.0,berta,2024-10-10
amparo,3.5,0.0,0.0,0.0,diana,2022-12-20
cactus,2.5,0.0,0.0,0.0,flor,2025-01-31
escalera,6.5,7.0,0.0,0.0,,2025-03-18
colinas,9.5,0.0,0.0,0.0,arturo,2020-10-24
xavier,9.0,0.0,0.0,0.0,berta,2023-01-24
roberto,22.5,1.0,0.0,0.0,ivan,2023-09-27
